band_singer,ranking,song,title,genre,year
Rihanna,69,We Found Love,We Found Love,['Electro housedance-pop'],2011
Keri Hilson,70,Pretty Girl Rock,Pretty Girl Rock,"['Pop', 'R&B']",2011
Lady Gaga,71,Yoü and I,Yoü and I,['Country rock'],2011
Far East Movement,72,Like a G6,Like a G6,['Electro househip houseelectro-hop'],2011
David Guetta,73,Without You,Without You,[],2011
Taylor Swift,74,Back to December,Back to December,['Country pop'],2011
Katy Perry,75,Teenage Dream,Teenage Dream,"['Electropop', 'power pop']",2011
Eli Young Band,76,Crazy Girl,Crazy Girl,['Country'],2011
Rihanna,77,Cheers (Drink to That),Cheers (Drink to That),['Pop rock'],2011
Selena Gomez & the Scene,78,Who Says,Who Says,['Pop'],2011
Jake Owen,79,Barefoot Blue Jean Night,Barefoot Blue Jean Night,['Country'],2011
Zac Brown Band,80,Knee Deep,Knee Deep,['Country'],2011
Luke Bryan,81,Country Girl (Shake It for Me),Country Girl (Shake It for Me),['Country rock'],2011
Brad Paisley,82,Remind Me,Remind Me,['Country'],2011
Dev,83,In the Dark,In the Dark,"['Dance-pop', 'house']",2011
New Boyz,84,Backseat,Backseat,['Hip house'],2011
Drake,85,Headlines,Headlines,"['Hip hop', 'R&B']",2011
Beyoncé,86,Best Thing I Never Had,Best Thing I Never Had,"['Pop', 'R&B']",2011
Jason Derulo,87,"[""Don't Wanna Go Home""]",Don't Wanna Go Home,"['Electropop', 'dance-pop']",2011
David Guetta,88,Where Them Girls At,Where Them Girls At,"['Hip house', 'electropop']",2011
Chris Brown,89,"[""She Ain't You""]",She Ain't You,['R&B'],2011
Rodney Atkins,90,Take a Back Road,Take a Back Road,['Country'],2011
Mike Posner,91,"[""Please Don't Go""]",Please Don't Go,"['Synth-pop', 'trance']",2011
Miguel,92,Sure Thing,Sure Thing,"['R&B', 'neo soul']",2011
Jessie J,93,Price Tag,Price Tag,"['R&B', 'pop']",2011
Blake Shelton,94,God Gave Me You,God Gave Me You,['CCM'],2011
Lil Wayne,95,She Will,She Will,"['Hip hop', 'downtempo']",2011
Thompson Square,96,Are You Gonna Kiss Me or Not,Are You Gonna Kiss Me or Not,['Country'],2011
Neon Trees,97,Animal,Animal,['Alternative rockpop rockpop-punk'],2011
Kenny Chesney,98,You and Tequila,You and Tequila,['Country'],2011
Zac Brown Band,99,Colder Weather,Colder Weather,['Country'],2011
Big Sean,100,My Last,My Last,"['Hip hop', 'R&B']",2011
Gotye,1,Somebody That I Used to Know,Somebody That I Used to Know,"['Art pop', 'alternative rock']",2012
Carly Rae Jepsen,2,Call Me Maybe,Call Me Maybe,"['Pop', 'teen pop', 'dance-pop', 'bubblegum pop']",2012
Fun,3,We Are Young,We Are Young,['Stadium rockindie rockindie pop'],2012
Maroon 5,4,Payphone,Payphone,"['Pop', 'R&B']",2012
Ellie Goulding,5,Lights,Lights,['Synth-pop'],2012
The Wanted,6,Glad You Came,Glad You Came,['Eurodance'],2012
Kelly Clarkson,7,"[""Stronger (What Doesn't Kill You)""]",Stronger (What Doesn't Kill You),"['Dance-pop', 'electropop']",2012
Rihanna,8,We Found Love,We Found Love,['Electro housedance-pop'],2012
Nicki Minaj,9,Starships,Starships,"['Dance-pop', 'techno-pop']",2012
One Direction,10,What Makes You Beautiful,What Makes You Beautiful,['Power pop'],2012
Flo Rida,11,Wild Ones,Wild Ones,"['Dance-pop', 'hip house']",2012
Adele,12,Set Fire to the Rain,Set Fire to the Rain,['Power pop'],2012
LMFAO,13,Sexy and I Know It,Sexy and I Know It,"['Electropop', 'dance']",2012
Fun,14,Some Nights,Some Nights,['Alternative rock'],2012
Katy Perry,15,Wide Awake,Wide Awake,['Dance-pop'],2012
Flo Rida,16,Good Feeling,Good Feeling,"['Hip house', 'Eurodance', 'complextro']",2012
Flo Rida,17,Whistle,Whistle,"['Electropop', 'dirty rap']",2012
Maroon 5,18,One More Night,One More Night,['Pop'],2012
Train,19,Drive By,Drive By,['Pop rock'],2012
Drake,20,The Motto,The Motto,['Hip hop'],2012
Rihanna,21,Where Have You Been,Where Have You Been,['Electro housetrancetechno'],2012
Neon Trees,22,Everybody Talks,Everybody Talks,"['Pop rock', 'power pop']",2012
Drake,23,Take Care,Take Care,['Club'],2012
David Guetta,24,Titanium,Titanium,"['House', 'dance']",2012
Jason Mraz,25,"[""I Won't Give Up""]",I Won't Give Up,['Folk bluespop'],2012
Bruno Mars,26,It Will Rain,It Will Rain,"['Pop', 'pop-soul']",2012
Kanye West,27,Mercy,Mercy,"['Hip hop', 'trap']",2012
Justin Bieber,28,Boyfriend,Boyfriend,"['R&B', 'Soul-pop', 'Hip hop', 'folk-pop']",2012
LMFAO,29,Party Rock Anthem,Party Rock Anthem,"['Electropop', 'dance-pop', 'electro', 'electroclash', 'synth-pop', 'EDM']",2012
Alex Clare,30,Too Close,Too Close,"['R&B', 'Dubstep']",2012
Katy Perry,31,Part of Me,Part of Me,['Dance-poppower pop'],2012
Snoop Dogg,32,"Young, Wild & Free","Young, Wild & Free",['Pop-rap'],2012
Taylor Swift,33,We Are Never Ever Getting Back Together,We Are Never Ever Getting Back Together,"['Pop', 'pop rock', 'electro-folk']",2012
Justin Bieber,34,As Long as You Love Me,As Long as You Love Me,['Electropop'],2012
David Guetta,35,Turn Me On,Turn Me On,['EDM'],2012
Maroon 5,36,Moves like Jagger,Moves like Jagger,"['Nu-disco', 'electropop']",2012
Pink,37,Blow Me (One Last Kiss),Blow Me (One Last Kiss),"['Electropop', 'pop rock']",2012
Owl City,38,Good Time,Good Time,['Dance-pop'],2012
Demi Lovato,39,Give Your Heart a Break,Give Your Heart a Break,"['Pop', 'R&B']",2012
Jay-Z,40,Niggas in Paris,Niggas in Paris,['Hip hop'],2012
Katy Perry,41,The One That Got Away,The One That Got Away,['Pop'],2012
Calvin Harris,42,Feel So Close,Feel So Close,['Electro housedance-pop'],2012
Adele,43,Someone like You,Someone like You,['Pop'],2012
Usher,44,Scream,Scream,"['Techno-pop', 'dance-pop', 'EDM']",2012
Tyga,45,Rack City,Rack City,['Hip hop'],2012
Jessie J,46,Domino,Domino,"['Electropop', 'dance-pop', 'pop rock']",2012
Psy,47,Gangnam Style,Gangnam Style,"['K-pop', 'dance-pop', 'EDM']",2012
Pitbull,48,International Love,International Love,"['Dance-pop', 'electropop', 'pop-rap']",2012
Phillip Phillips,49,Home,Home,['Folk rock'],2012
David Guetta,50,Without You,Without You,[],2012
Gym Class Heroes,51,Ass Back Home,Ass Back Home,['Pop-rap'],2012
Hunter Hayes,52,Wanted,Wanted,['Countrycountry pop'],2012
Luke Bryan,53,Drunk on You,Drunk on You,['Country'],2012
2 Chainz,54,No Lie,No Lie,['Hip hoptrap'],2012
Cher Lloyd,55,Want U Back,Want U Back,"['Pop', 'bubblegum pop']",2012
Chris Brown,56,"[""Don't Wake Me Up""]",Don't Wake Me Up,"['Dance-pop', 'EDM']",2012
Big Sean,57,Dance (A$$),Dance (A$$),['Hip hop'],2012
Eric Church,58,Springsteen,Springsteen,['Countryheartland rock'],2012
Karmin,59,Brokenhearted,Brokenhearted,"['Dance-pop', 'pop rock', 'hip hop']",2012
Gavin DeGraw,60,Not Over You,Not Over You,['Pop rockblue-eyed soul'],2012
Gym Class Heroes,61,Stereo Hearts,Stereo Hearts,[],2012
Pitbull,62,Back in Time,Back in Time,['Dance'],2012
J. Cole,63,Work Out,Work Out,['Hip hopR&B'],2012
Adele,64,Rumour Has It,Rumour Has It,['Bluespopjazz'],2012
Calvin Harris,65,"[""Let's Go""]",Let's Go,[],2012
Carrie Underwood,66,Good Girl,Good Girl,['Country rock'],2012
Little Big Town,67,Pontoon,Pontoon,['Country'],2012
The Lumineers,68,Ho Hey,Ho Hey,"['Folk rock', '']",2012
Coldplay,69,Paradise,Paradise,['R&B'],2012
Carrie Underwood,70,Blown Away,Blown Away,['Country pop'],2012
Adele,71,Rolling in the Deep,Rolling in the Deep,['Rhythm and bluessoul'],2012
Usher,72,Climax,Climax,"['Quiet storm', 'electronic', 'alternative R&B']",2012
Wiz Khalifa,73,"Work Hard, Play Hard","Work Hard, Play Hard",['Hip hop'],2012
Ne-Yo,74,Let Me Love You (Until You Learn to Love Yourself),Let Me Love You (Until You Learn to Love Yourself),['Europopdance-popsynth-pop'],2012
Nicki Minaj,75,Pound the Alarm,Pound the Alarm,['Eurodance'],2012
Kenny Chesney,76,Come Over,Come Over,['Country'],2012
Trey Songz,77,Heart Attack,Heart Attack,"['R&B', 'electropop']",2012
Kirko Bangz,78,Drank in My Cup,Drank in My Cup,"['Pop-rap', 'chopped and screwed']",2012
Rihanna,79,Birthday Cake,Birthday Cake,['R&B'],2012
B.o.B,80,So Good,So Good,['Pop-rap'],2012
Train,81,50 Ways to Say Goodbye,50 Ways to Say Goodbye,"['Pop rock', 'folk rock', 'indie pop']",2012
Toby Keith,82,Red Solo Cup,Red Solo Cup,"['Country', 'comedy', 'country rap']",2012
Selena Gomez & the Scene,83,Love You like a Love Song,Love You like a Love Song,['Electropopdance-pop'],2012
Chris Brown,84,Turn Up the Music,Turn Up the Music,['Electro house'],2012
Kesha,85,Die Young,Die Young,['Electropopdance-pop'],2012
T-Pain,86,"[""5 O'Clock""]",5 O'Clock,['Hip hopR&B'],2012
Christina Perri,87,A Thousand Years,A Thousand Years,[],2012
Jason Aldean,88,Take a Little Ride,Take a Little Ride,['Country'],2012
Rihanna,89,You da One,You da One,"['Pop', 'reggae']",2012
Havana Brown,90,We Run the Night,We Run the Night,['Dance-popEurodance'],2012
Imagine Dragons,91,"[""It's Time""]",It's Time,"['Alternative rock', 'indie rock']",2012
Cash Out,92,"[""Cashin' Out""]",Cashin' Out,['Hip hop'],2012
Luke Bryan,93,"[""I Don't Want This Night to End""]",I Don't Want This Night to End,['Country'],2012
Rihanna,94,Diamonds,Diamonds,"['Pop', 'electronic', 'R&B']",2012
Lee Brice,95,Hard to Love,Hard to Love,['Country'],2012
Kip Moore,96, ,Somethin' 'Bout a Truck,"['Country', 'country rock']",2012
Miguel,97,Adorn,Adorn,['R&B'],2012
Jason Aldean,98,Fly Over States,Fly Over States,['Country'],2012
Eli Young Band,99,Even If It Breaks Your Heart,Even If It Breaks Your Heart,['Country'],2012
Linkin Park,100,Burn It Down,Burn It Down,"['Electronic rock', 'rap rock', 'hard rock', 'alternative rock', 'alternative pop', 'electropop']",2012
Macklemore & Ryan Lewis,1,Thrift Shop,Thrift Shop,"['Pop-rap', 'comedy hip hop']",2013
Robin Thicke,2,Blurred Lines,Blurred Lines,['R&Bpopfunk'],2013
Imagine Dragons,3,Radioactive,Radioactive,"['Electronic rock', 'alternative rock']",2013
Baauer,4,Harlem Shake,Harlem Shake,['Basship hoptrapelectropop'],2013
Macklemore & Ryan Lewis,5,"[""Can't Hold Us""]",Can't Hold Us,[],2013
Justin Timberlake,6,Mirrors,Mirrors,"['Pop', 'R&B', 'progressive soul']",2013
Pink,7,Just Give Me a Reason,Just Give Me a Reason,['Pop'],2013
Bruno Mars,8,When I Was Your Man,When I Was Your Man,['Pop'],2013
Florida Georgia Line,9,Cruise,Cruise,"['Bro-country (original version)', 'country rap (remix version)', 'country pop (remix version)']",2013
Katy Perry,10,Roar,Roar,['Power pop'],2013
Bruno Mars,11,Locked Out of Heaven,Locked Out of Heaven,"['Reggae rock', 'pop rock']",2013
The Lumineers,12,Ho Hey,Ho Hey,"['Folk rock', '']",2013
Rihanna,13,Stay,Stay,"['Pop', 'R&B']",2013
Daft Punk,14,Get Lucky,Get Lucky,"['Disco', 'funk', 'pop']",2013
Lorde,15,Royals,Royals,"['Art pop', 'electropop']",2013
Taylor Swift,16,I Knew You Were Trouble,I Knew You Were Trouble,"['Dance-pop', 'pop rock', 'teen pop', 'dubstep']",2013
Miley Cyrus,17,"[""We Can't Stop""]",We Can't Stop,"['Pop', 'R&B', 'electropop']",2013
Miley Cyrus,18,Wrecking Ball,Wrecking Ball,['Pop'],2013
Avicii,19,Wake Me Up,Wake Me Up,"['Folktronica', 'country', 'house']",2013
Justin Timberlake,20,Suit & Tie,Suit & Tie,['R&B'],2013
Anna Kendrick,21,[None],None,['Folk pop'],2013
Jay-Z,22,Holy Grail,Holy Grail,[],2013
will.i.am,23,Scream & Shout,Scream & Shout,['Dance-pop'],2013
Zedd,24,Clarity,Clarity,['Progressive house'],2013
Awolnation,25,Sail,Sail,"['Electronic rock', 'alternative rock', 'industrial rock', 'electropop']",2013
Swedish House Mafia,26,"[""Don't You Worry Child""]",Don't You Worry Child,['Progressive house'],2013
Rihanna,27,Diamonds,Diamonds,"['Pop', 'electronic', 'R&B']",2013
Icona Pop,28,I Love It,I Love It,"['Electropop', 'dance-pop']",2013
Capital Cities,29,Safe and Sound,Safe and Sound,"['Synth-pop', 'dance-pop', 'alternative rock']",2013
Bruno Mars,30,Treasure,Treasure,"['Disco', 'funk-pop', 'soul', 'synth-pop']",2013
Ariana Grande,31,The Way,The Way,"['R&B', 'hip hop soul', 'hip hop', 'pop']",2013
Drake,32,Started from the Bottom,Started from the Bottom,['Hip hopprogressive rap'],2013
Selena Gomez,33,Come & Get It,Come & Get It,"['Electropop', 'bhangra', 'dance-pop']",2013
Drake,34,"[""Hold On, We're Going Home""]","Hold On, We're Going Home","['R&B', 'synth-pop', 'disco']",2013
Maroon 5,35,Daylight,Daylight,['Soft rock'],2013
Pitbull,36,Feel This Moment,Feel This Moment,['Dance-pop'],2013
Lady Gaga,37,Applause,Applause,"['Electropop', 'dance-pop', 'Eurodance']",2013
Maroon 5,38,One More Night,One More Night,['Pop'],2013
Lil Wayne,39,Love Me,Love Me,['Dirty rap'],2013
Fall Out Boy,40,My Songs Know What You Did in the Dark (Light Em Up),My Songs Know What You Did in the Dark (Light Em Up),"['Pop rock', 'pop']",2013
ASAP Rocky,41,"[""Fuckin' Problems""]",Fuckin' Problems,"['Hip hop', 'dirty rap']",2013
Justin Bieber,42,Beauty and a Beat,Beauty and a Beat,['EDMelectropop'],2013
Macklemore & Ryan Lewis,43,Same Love,Same Love,"['Conscious hip hop', 'political hip hop']",2013
Calvin Harris,44,Sweet Nothing,Sweet Nothing,['EDM'],2013
Lana Del Rey,45,Summertime Sadness,Summertime Sadness,"['Pop', 'trip hop']",2013
Phillip Phillips,46,Home,Home,['Folk rock'],2013
Imagine Dragons,47,"[""It's Time""]",It's Time,"['Alternative rock', 'indie rock']",2013
J. Cole,48,Power Trip,Power Trip,"['Hip hop', 'R&B']",2013
Alicia Keys,49,Girl on Fire,Girl on Fire,['R&B'],2013
Demi Lovato,50,Heart Attack,Heart Attack,['Electropoppower pop'],2013
Maroon 5,51,Love Somebody,Love Somebody,['Dance-pop'],2013
Mumford & Sons,52,I Will Wait,I Will Wait,['Indie folkfolk rockbluegrass'],2013
Pink,53,Try,Try,['Pop rock'],2013
Darius Rucker,54,Wagon Wheel,Wagon Wheel,[],2013
Psy,55,Gangnam Style,Gangnam Style,"['K-pop', 'dance-pop', 'EDM']",2013
Calvin Harris,56,I Need Your Love,I Need Your Love,['EDM'],2013
Kesha,57,Die Young,Die Young,['Electropopdance-pop'],2013
Fun,58,Some Nights,Some Nights,['Alternative rock'],2013
Wale,59,Bad,Bad,['Hip hopR&B'],2013
Blake Shelton,60,"[""Boys 'Round Here""]",Boys 'Round Here,['Bro-country'],2013
Phillip Phillips,61,"Gone, Gone, Gone","Gone, Gone, Gone",['Pop rockfolk rock'],2013
Imagine Dragons,62,Demons,Demons,['Pop rock'],2013
OneRepublic,63,Counting Stars,Counting Stars,"['Folk-pop', 'pop rock', 'dance-pop']",2013
Flo Rida,64,I Cry,I Cry,[],2013
Of Monsters and Men,65,Little Talks,Little Talks,"['Indie folk', 'alternative rock']",2013
Jason Derulo,66,The Other Side,The Other Side,['Dance-popEDM'],2013
Eminem,67,Berzerk,Berzerk,['Rap rock'],2013
Kelly Clarkson,68,Catch My Breath,Catch My Breath,['Electropop'],2013
Luke Bryan,69,Crash My Party,Crash My Party,['Country pop'],2013
Rihanna,70,Pour It Up,Pour It Up,"['Club', 'trap', 'R&B']",2013
Taylor Swift,71,22,22,"['Pop', 'disco', 'rock']",2013
Hunter Hayes,72,I Want Crazy,I Want Crazy,['Country'],2013
Ylvis,73,The Fox (What Does the Fox Say?),The Fox (What Does the Fox Say?),"['electro', 'electroclash', 'techno', 'dubstep', 'novelty', 'electropop', 'dance-pop', 'synth-pop']",2013
One Direction,74,Best Song Ever,Best Song Ever,['Pop rock'],2013
Ed Sheeran,75,The A Team,The A Team,['Folk'],2013
Fun,76,Carry On,Carry On,[],2013
Tim McGraw,77,"[""Highway Don't Care""]",Highway Don't Care,['Country'],2013
Luke Bryan,78,"[""That's My Kind of Night""]",That's My Kind of Night,"['Country pop', 'country rock']",2013
Kendrick Lamar,79,Swimming Pools (Drank),Swimming Pools (Drank),['Hip hop'],2013
Blake Shelton,80,Sure Be Cool If You Did,Sure Be Cool If You Did,['Country'],2013
Mariah Carey,81,#Beautiful,#Beautiful,"['Pop', 'soul', 'R&B']",2013
Olly Murs,82,Troublemaker,Troublemaker,['Pop'],2013
Ciara,83,Body Party,Body Party,['R&B'],2013
Miguel,84,Adorn,Adorn,['R&B'],2013
The Script,85,Hall of Fame,Hall of Fame,[],2013
Ne-Yo,86,Let Me Love You (Until You Learn to Love Yourself),Let Me Love You (Until You Learn to Love Yourself),['Europopdance-popsynth-pop'],2013
Rocko,87,U.O.E.N.O.,U.O.E.N.O.,['Hip hop'],2013
Emeli Sandé,88,Next to Me,Next to Me,['Gospel'],2013
Miranda Lambert,89,"[""Mama's Broken Heart""]",Mama's Broken Heart,['Countrycountry rock'],2013
Thomas Rhett,90,It Goes Like This,It Goes Like This,['Country'],2013
Ace Hood,91,Bugatti,Bugatti,['Trap'],2013
Hunter Hayes,92,Wanted,Wanted,['Countrycountry pop'],2013
Lady Antebellum,93,Downtown,Downtown,['Country pop'],2013
Florida Georgia Line,94,Get Your Shine On,Get Your Shine On,['Country'],2013
will.i.am,95,#thatPower,#thatPower,['Electropopdance-pop'],2013
Sara Bareilles,96,Brave,Brave,['Power pop'],2013
Passenger,97,Let Her Go,Let Her Go,"['Folk rock', 'soft rock']",2013
Randy Houser,98,"[""Runnin' Outta Moonlight""]",Runnin' Outta Moonlight,['Country'],2013
2 Chainz,99,"[""I'm Different""]",I'm Different,['Hardcore hip hop'],2013
Paramore,100,Still Into You,Still Into You,"['Power pop', 'pop rock', 'pop punk', 'new wave', 'alternative rock']",2013
Pharrell Williams,1,Happy,Happy,['Soulneo soul'],2014
Katy Perry,2,Dark Horse,Dark Horse,['Traphip hoppop rapelectropop'],2014
John Legend,3,All of Me,All of Me,['R&Bsoulpop'],2014
Iggy Azalea,4,Fancy,Fancy,"['Electro-hop', 'electropop', 'pop rap']",2014
OneRepublic,5,Counting Stars,Counting Stars,"['Folk-pop', 'pop rock', 'dance-pop']",2014
Jason Derulo,6,Talk Dirty,Talk Dirty,"['R&B', 'pop-rap']",2014
Magic!,7,Rude,Rude,['Reggae fusion'],2014
Meghan Trainor,8,All About That Bass,All About That Bass,"['Bubblegum pop', 'doo-wop', 'hip hop']",2014
Ariana Grande,9,Problem,Problem,"['Dance-pop', 'R&B']",2014
Sam Smith,10,Stay with Me,Stay with Me,['Soul'],2014
Pitbull,11,Timber,Timber,"['Dance-pop', 'hip hop', 'folktronica']",2014
Bastille,12,Pompeii,Pompeii,"['Alternative rock', 'synth-rock', 'power pop']",2014
Taylor Swift,13,Shake It Off,Shake It Off,['Dance-pop'],2014
Nico & Vinz,14,Am I Wrong,Am I Wrong,['Popafrobeat'],2014
DJ Snake,15,Turn Down for What,Turn Down for What,['EDM trap'],2014
Eminem,16,The Monster,The Monster,['Hip hoppop'],2014
A Great Big World,17,Say Something,Say Something,['Pop'],2014
Lorde,18,Team,Team,['Alternative popelectro hop'],2014
Passenger,19,Let Her Go,Let Her Go,"['Folk rock', 'soft rock']",2014
Lorde,20,Royals,Royals,"['Art pop', 'electropop']",2014
Idina Menzel,21,Let It Go,Let It Go,['Show tune'],2014
Avicii,22,Wake Me Up,Wake Me Up,"['Folktronica', 'country', 'house']",2014
Imagine Dragons,23,Demons,Demons,['Pop rock'],2014
One Direction,24,Story of My Life,Story of My Life,['Folktronica'],2014
Sia,25,Chandelier,Chandelier,['Electropop'],2014
Iggy Azalea,26,Black Widow,Black Widow,['Trap'],2014
Jessie J,27,Bang Bang,Bang Bang,['Pop'],2014
Disclosure,28,Latch,Latch,['Dance-pop'],2014
Maroon 5,29,Maps,Maps,"['Dance-pop', 'pop rock']",2014
Chris Brown,30,Loyal,Loyal,['Hip hop'],2014
American Authors,31,Best Day of My Life,Best Day of My Life,['Pop rock'],2014
Tove Lo,32,Habits (Stay High),Habits (Stay High),['Popelectropop'],2014
Calvin Harris,33,Summer,Summer,"['Dance-pop', 'EDM']",2014
Charli XCX,34,Boom Clap,Boom Clap,['Electropopsynth-pop'],2014
Beyoncé,35,Drunk in Love,Drunk in Love,"['Hip hop', 'trap', 'R&B']",2014
Nicki Minaj,36,Anaconda,Anaconda,"['Hip house', 'dirty rap', 'miami bass']",2014
Ariana Grande,37,Break Free,Break Free,"['Electro house', 'synth-pop', 'EDM']",2014
Enrique Iglesias,38,Bailando,Bailando,['Latin popflamencodance'],2014
Ellie Goulding,39,Burn,Burn,"['Electropop', 'synth-pop']",2014
Jason Derulo,40,Wiggle,Wiggle,['Dance-poppop-raptrap'],2014
Clean Bandit,41,Rather Be,Rather Be,"['Classical crossover', 'house', 'dance-pop', 'Euro house', 'deep house']",2014
Jeremih,42,t Tell ,Don't Tell 'Em,['Electro-R&B'],2014
Kid Ink,43,Show Me,Show Me,['Hip hopR&Bhyphy'],2014
Miley Cyrus,44,Wrecking Ball,Wrecking Ball,['Pop'],2014
Justin Timberlake,45,Not a Bad Thing,Not a Bad Thing,"['Pop', 'R&B', 'soul']",2014
Katy Perry,46,Roar,Roar,['Power pop'],2014
Paramore,47,"[""Ain't It Fun""]",Ain't It Fun,"['Pop rock', 'funk rock', 'new wave', 'alternative rock', 'new jack swing']",2014
Aloe Blacc,48,The Man,The Man,"['Soul', 'R&B']",2014
Florida Georgia Line,49,This Is How We Roll,This Is How We Roll,['Country rap'],2014
MKTO,50,Classic,Classic,"['Funk', 'pop-rap']",2014
Coldplay,51,A Sky Full of Stars,A Sky Full of Stars,"['Progressive house', 'alternative rock']",2014
Ed Sheeran,52,"[""Don't""]",Don't,"['R&B', 'hip-hop']",2014
Trey Songz,53,Na Na,Na Na,['Hip hop soulR&B'],2014
Bobby Shmurda,54,Hot Boy,Hot Boy,['Gangsta raptrapdrill'],2014
Drake,55,"[""Hold On, We're Going Home""]","Hold On, We're Going Home","['R&B', 'synth-pop', 'disco']",2014
Ed Sheeran,56,Sing,Sing,['R&B'],2014
Imagine Dragons,57,Radioactive,Radioactive,"['Electronic rock', 'alternative rock']",2014
YG,58,My Hitta,My Hitta,['Hip hop'],2014
Echosmith,59,Cool Kids,Cool Kids,['Indie poppop rock'],2014
Avicii,60,Hey Brother,Hey Brother,['Progressive housedance-popfolktronicacountry popbluegrass'],2014
Jason Derulo,61,Trumpets,Trumpets,['Pop'],2014
Maroon 5,62,Animals,Animals,[],2014
Jason Aldean,63,"[""Burnin' It Down""]",Burnin' It Down,['Country trapR&Bcountry pop'],2014
Luke Bryan,64,Play It Again,Play It Again,['Country pop'],2014
Tinashe,65,2 On,2 On,['R&B'],2014
Florida Georgia Line,66,Dirt,Dirt,['Country'],2014
OneRepublic,67,Love Runs Out,Love Runs Out,"['Dance-pop', 'pop rock']",2014
Brantley Gilbert,68,Bottoms Up,Bottoms Up,['Country rock'],2014
Becky G,69,Shower,Shower,['Teen poppop-rap'],2014
Rixton,70,Me and My Broken Heart,Me and My Broken Heart,['Pop'],2014
